compound_name,SMILES
hydrocodone,CCOC[C@@]1(C(N)=S)[C@H](c2ccc(CC)cc2)[C@@H]1S(=O)(=O)c1ccc(Cl)cc1
diazepam,CCOC[C@@]1(CN)[C@H](c2ccc(OC)cc2)[C@@H]1S(C)(=O)=O
betahistine,CCOC[C@]1(C#N)[C@@H](S(=O)(=O)c2ccc(Cl)cc2)[C@@H]1c1ccccc1
methocarbamol,CCOC[C@]1(C(N)=S)[C@@H](S(=O)(=O)c2ccccc2)[C@@H]1c1ccc(OC)cc1
sotalol,CCOC[C@]1(CN)[C@H](c2ccc3c(c2)OCO3)[C@@H]1S(C)(=O)=O
teniposide,CCOc1ccc(CCCNC(=O)[C@H](C)Sc2ccc(C)cc2)cc1
primidone,CCOc1ccc(CCCNC(=O)c2cc([N+](=O)[O-])ccc2Cl)cc1
trovafloxacin,CCOc1ccc(N([C@@H](CC)C(=O)Nc2c(C)cccc2CC)S(C)(=O)=O)cc1
trazodone,CCS(=O)(=O)[C@@H]1[C@@H](C#N)[C@@H]1c1ccc2c(c1)OCO2
quinidine,CCS(=O)(=O)[C@H]1[C@@H](C#N)[C@@H]1c1ccccc1
hydroxyzine,CCS(=O)(=O)[C@H]1[C@@H](C(N)=S)[C@@H]1c1ccc(OC)cc1
zalcitabine,CCS(=O)(=O)[C@H]1[C@@H](c2ccc3c(c2)OCO3)[C@@]1(COC)C(=O)O
pimozide,CCS(=O)(=O)[C@H]1[C@H](CO)[C@@H]1c1ccc(Cl)cc1
thioridazine,CCS(=O)(=O)[C@H]1[C@H](c2ccc3c(c2)OCO3)C1(C#N)C#N
topotecan,CCS(=O)(=O)[C@H]1[C@H](c2ccc3c(c2)OCO3)[C@]1(C#N)COC
pyrazinamide,CCS(=O)(=O)[C@H]1[C@H](c2ccccc2)[C@]1(C#N)COC
trimethoprim,CC[C@@H](C)[C@@H](CO)NC(=O)CCc1nnc(-c2ccccc2)o1
methohexital,CC[C@@H](C)[C@@H](CO)NC(=O)c1cn[nH]c1-c1ccc2c(c1)OCCO2
pyridostigmine bromide,CC[C@@H](NC(=O)c1cc([N+](=O)[O-])ccc1Cl)c1ccc(C)cc1C
quazepam,CC[C@@H](NC(=O)c1cc([N+](=O)[O-])ccc1Cl)c1ccc(OC)c(OC)c1
levodopa,CC[C@H](C(=O)NC(C)C)N(Cc1ccccc1Cl)C(=O)CN(c1ccc(F)c(Cl)c1)S(C)(=O)=O
flurazepam,CC[C@H](NC(=O)CCSc1ccccc1)c1ccc(C)c(C)c1
desipramine,CC[C@H](NC(=O)[C@@H](C)SCc1ccccc1)c1ccc(OC)c(OC)c1
amphetamine,CC[C@H](NC(=O)[C@@H](C)SCc1ccccc1)c1ccc(S(C)(=O)=O)cc1
carbamazepine,CC[C@H](NC(=O)[C@@H](C)Sc1ccccc1)c1ccc(C)cc1C
pyrimethamine,CC[C@H](NC(=O)c1cc([N+](=O)[O-])ccc1Cl)c1ccc(C)cc1C
sulfadiazine,CC[C@H](NC(=O)c1ccc([N+](=O)[O-])c(C)c1)c1ccc(C)c(C)c1
pethidine,CC[C@H]1CCCCN1CC(=O)N(C)Cc1cnccn1
tibolone,CCc1c(C)nn(CC(=O)NC[C@H]2CCCN(c3ccccn3)C2)c1C
triazolam,CCc1nccn1CC(=O)N1CCCC[C@@H]1CCn1cccn1
haloperidol,CCc1nccn1CCC(=O)N[C@@H](c1ccccn1)C1CC(O)C1
lidocaine,CN(C)C(=O)C[C@H](O)c1cc2n(n1)CCN(C(=O)CN1CCCCCC1)C2
aciclovir,CN(C)S(=O)(=O)c1ccc2c(c1)CCN2C(=O)CSCc1ccc([N+](=O)[O-])cc1
chlordiazepoxide,CN(C)c1nsc(N[C@@H](c2cnc3ccccc3c2)C2CC(O)C2)n1
flumazenil,CN(CCC[C@H]1CCCO1)C(=O)Cc1cccnc1
ethionamide,CNc1nc(Oc2cccc(Cl)c2F)c(Cl)cc1Cl
nalidixic acid,COC(=O)C[C@@H](c1cc(OC)c2c(c1)OCCO2)c1c(O)c(C(=O)OC)c[nH]c1=O
naltrexone,COC(=O)C[C@@H](c1ccc(O)cc1)c1c(O)c(C(=O)OC)c[nH]c1=O
dextromethorphan,COC(=O)C[C@@H](c1ccc(OC)c(CO)c1)c1c(O)cc(C)n(CCc2ccc(O)cc2)c1=O
enflurane,COC(=O)C[C@@H](c1ccc2c(c1)OCO2)c1cc2c(cc1O)OCO2
codeine,COC(=O)C[C@@H](c1cccc(Br)c1)c1oc(CN2C[C@@H]3C[C@H](C2)c2cccc(=O)n2C3)cc(=O)c1O
chloroquine,COC(=O)C[C@@H](c1cccc(OC)c1OCCc1ccc(OC)cc1)c1c(O)c2ccccc2oc1=O
lomustine,COC(=O)C[C@H](C1=C(O)C(=O)C([C@@H](CC(=O)OC)c2ccc(OC)c(OCC(N)=O)c2)=C(O)C1=O)c1ccc(OC)c(OCC(N)=O)c1
chlorpromazine,COC(=O)C[C@H](CC(C)C)c1c(O)c(C(=O)OC)c[nH]c1=O
methamphetamine,COC(=O)C[C@H](c1cc(OC)c(OC)cc1OC)c1c(O)cc(C)oc1=O
lamotrigine,COC(=O)C[C@H](c1cc(OC)c2c(c1)OCO2)c1oc(CN2C[C@@H]3C[C@H](C2)c2cccc(=O)n2C3)cc(=O)c1O
cocaine,COC(=O)C[C@H](c1cccc(Br)c1)c1oc(CN2C[C@@H]3C[C@H](C2)c2cccc(=O)n2C3)cc(=O)c1O
clonidine,COC(=O)C[C@H](c1ccccc1)c1c(O)cc(C)oc1=O
caffeine,COC(=O)C[C@H](c1cccnc1)c1c(O)c(C(=O)OC)c[nH]c1=O
perphenazine,COC(=O)C[C@H](c1coc2ccccc2c1=O)c1c(O)cc(C)n(CCc2ccc(O)cc2)c1=O
isoflurane,COCCN(C[C@@H]1CCCO1)C(=O)c1[nH]nc(N)c1Cl
benzocaine,COCCc1noc([C@H](C)NC(=O)c2ccncc2O)n1
sulfamethoxazole,COC[C@@]1(C(=O)O)[C@H](c2ccc3c(c2)OCO3)[C@@H]1S(C)(=O)=O
terbinafine,COC[C@@]1(C(N)=S)[C@@H](S(C)(=O)=O)[C@@H]1c1ccc2c(c1)OCO2
physostigmine,COC[C@@]1(CN)[C@@H](S(=O)(=O)c2ccc(Cl)cc2)[C@@H]1c1ccc(OC)cc1
propofol,COC[C@@]1(N)[C@H](c2ccc(OC)cc2)[C@@H]1S(=O)(=O)c1ccc(Cl)cc1
disulfiram,COC[C@]1(C(=O)O)[C@@H](S(C)(=O)=O)[C@@H]1c1ccc(OC)cc1
minocycline,COc1cc(/C=C2/SC(=O)N(CC(=O)Nc3ccc(F)cc3F)C2=O)ccc1Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
stavudine,COc1cc(C(=O)NCCCN2CCCc3ccccc32)cc(OC)c1OC
ropinirole,COc1cc(C(=O)N[C@@H]2CC(C)(C)Oc3cc(C)ccc32)cc(OC)c1OC
lorazepam,COc1cc(OC)c(OC)cc1/C=C1/Oc2c(ccc3c2[C@@H](c2cc(OC)c(OC(C)=O)c(OC)c2)CC(=O)O3)C1=O
ethosuximide,COc1cc2c(c(OC)c1OC)[C@@H](c1cccc3ccccc13)CC(=O)O2
carteolol,COc1cc2c(c(OC)c1OC)[C@H](c1ccc3ncccc3c1)CC(=O)O2
diphenhydramine,COc1ccc(-c2noc(CN(C)C(=O)[C@H](C)SCc3ccccc3)n2)c(OC)c1
rescinnamine,COc1ccc(C(=O)c2coc3ccc(O)c(CN4CCN(C)CC4)c23)cc1
cladribine,COc1ccc(CCCNC(=O)CSCc2cccc(Cl)c2)cc1
gabapentin,COc1ccc(N2C[C@H](C(=O)N3CCCC[C@H]3c3cccnc3)CC2=O)cc1
levorphanol,COc1ccc(NC(=O)/C(=C/c2ccco2)c2ccccc2)cc1Cl
phenobarbital,COc1ccc(NC(=O)C[C@H]2OC(=O)c3c2ccc(OC)c3OC)cc1N1CCCS1(=O)=O
phencyclidine,COc1ccc([C@@H](NC2CCOCC2)C2CC(O)C2)cn1
nevirapine,COc1ccc([C@@H]2[C@@H](C(=O)O)[C@@H]2S(=O)(=O)c2ccc(C)cc2)cc1
protriptyline,COc1ccc([C@@H]2[C@@H](N)[C@@H]2S(=O)(=O)c2ccc(Cl)cc2)cc1
pentobarbital,COc1ccc([C@@H]2[C@@H](S(=O)(=O)c3ccc(Cl)cc3)C2(CN)CN)cc1
naloxone,COc1ccc([C@@H]2[C@H](CO)[C@@H]2S(=O)(=O)c2ccc(C)cc2)cc1
nitrazepam,COc1ccc([C@@H]2[C@H](N)[C@@H]2S(=O)(=O)c2ccc(C)cc2)cc1
mianserin,COc1ccc([C@H]2CC(=O)Oc3cc(C)oc(=O)c32)cc1
methylphenidate,COc1ccc([C@H]2[C@@H](S(=O)(=O)c3ccc(C)cc3)[C@]2(C#N)C=O)cc1
olanzapine,COc1ccc([C@H]2[C@@H](S(=O)(=O)c3ccc(Cl)cc3)C2(C#N)C#N)cc1
pentostatin,COc1ccc([C@H]2[C@@H](S(=O)(=O)c3ccc(Cl)cc3)C2(CN)CN)cc1
imipramine,COc1ccc([C@H]2[C@@H](S(=O)(=O)c3ccccc3)[C@]2(C#N)C=O)cc1
dihydrocodeine,COc1ccc([C@H]2[C@@H](S(C)(=O)=O)[C@@]2(CO)C(=O)O)cc1
morphine,COc1ccc([C@H]2[C@H](C#N)[C@@H]2S(=O)(=O)c2ccc(C)cc2)cc1
droperidol,COc1ccc([C@H]2[C@H](N)[C@@H]2S(C)(=O)=O)cc1
pergolide,COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@@]2(CN)CO)cc1
oxymorphone,COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@@]2(N)C#N)cc1
mepyramine,COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@]2(C=O)NC(=O)OC(C)(C)C)cc1
clomipramine,COc1ccc([C@H]2[C@H](S(C)(=O)=O)[C@@]2(C#N)C(=O)O)cc1
levofloxacin,COc1ccc2[nH]c(=O)c([C@H]3CC(=O)Oc4ccc5c(c43)O/C(=C\c3cccc(OC)c3OC)C5=O)cc2c1
midazolam,COc1ccc2c(c1)[C@@H](NC(=O)/C(=C/c1ccco1)c1ccccc1)CC(C)(C)O2
trimipramine,COc1ccc2c(c1OC)C(=O)O[C@H]2Nc1ccc2c(c1)COC2=O
oxycodone,COc1ccc2cc([C@@H]3CC(=O)Oc4cc(C)oc(=O)c43)c(=O)[nH]c2c1
estazolam,COc1ccccc1CCCNC(=O)CCSc1ccccc1
phenytoin,COc1ccccc1CCCNC(=O)CSCc1ccc(Cl)cc1
risperidone,CS(=O)(=O)[C@@H]1[C@@H](c2ccc3c(c2)OCO3)[C@]1(C#N)C=O
nicotine,CS(=O)(=O)[C@@H]1[C@H](C(N)=S)[C@@H]1c1ccccc1
secobarbital,CS(=O)(=O)[C@@H]1[C@H](c2ccc3c(c2)OCO3)C1(CN)CN
cytarabine,CS(=O)(=O)[C@H]1[C@@H](C#N)[C@@H]1c1ccccc1
ribavirin,CS(=O)(=O)[C@H]1[C@@H](c2ccc3c(c2)OCO3)C1(C#N)C#N
sevoflurane,CS(=O)(=O)[C@H]1[C@H](c2ccc3c(c2)OCO3)[C@@]1(CN)CO
ceftazidime,C[C@@H](O)c1cc2n(n1)CCN(C(=O)CC1=C(c3ccccc3)CCC1=O)C2
metronidazole,C[C@@H]1CCCN(c2ccc([C@@H](C)NC(=O)/C(=C/c3ccco3)c3ccccc3)cc2)C1
methane,C[C@](O)(CNC(=O)C(=O)Nc1cccc(C(F)(F)F)c1)c1cc2ccccc2o1
reserpine,Cc1ccc(CS(=O)(=O)N[C@H](c2ccccn2)C2CC(O)C2)cc1
clobazam,Cc1ccc(OCCNC(=O)[C@@H](C)SCc2ccccc2)cc1
isopromethazine,Cc1ccc(OC[C@@H](C)NC(=O)c2cc([N+](=O)[O-])ccc2Cl)cc1
acebutolol,Cc1ccc(S(=O)(=O)[C@@H]2[C@@H](c3ccccc3)C2(CN)CN)cc1
p-acetamidophenol,Cc1ccc(S(=O)(=O)[C@@H]2[C@H](c3ccccc3)C2(CN)CN)cc1
apomorphine,Cc1ccc(S(=O)(=O)[C@@H]2[C@H](c3ccccc3)[C@]2(C=O)NC(=O)OC(C)(C)C)cc1
atenolol,Cc1ccc(S(=O)(=O)[C@H]2[C@H](C(N)=S)[C@@H]2c2ccccc2)cc1
albendazole,Cc1ccc(S(=O)(=O)[C@H]2[C@H](CN)[C@@H]2c2ccccc2)cc1
alprazolam,Cc1ccc(S(=O)(=O)[C@H]2[C@H](c3ccccc3)[C@@]2(N)CO)cc1
zonisamide,Cc1ccc(SCCC(=O)N[C@@H](C)c2ccc(N3CCC[C@@H](C)C3)cc2)cc1
trifluoperazine,Cc1ccc(S[C@@H](C)C(=O)NCc2nc(-c3ccccc3Cl)no2)cc1
thiotepa,Cc1ccc(S[C@@H](C)C(=O)N[C@@H]2CC(C)(C)Oc3ccc(C)cc32)cc1
tamoxifen,Cc1ccc(S[C@H](C)C(=O)NCCCc2ccc(OC(C)C)cc2)cc1
flucytosine,Cc1ccc([C@H](C)NC(=O)CCSc2ccccc2)cc1C
fentanyl,Cc1ccc2c(c1)OC(C)(C)C[C@@H]2NC(=O)CCSc1ccccc1
amitriptyline,Cc1ccc2c(c1)OC(C)(C)C[C@@H]2NC(=O)CSCc1ccc([N+](=O)[O-])cc1
amobarbital,Cc1ccc2c(c1)OC(C)(C)C[C@H]2NC(=O)CSCc1ccc([N+](=O)[O-])cc1
buprenorphine,Cc1ccc2c(c1)[C@H](NC(=O)[C@@H](C)Sc1ccccc1)CC(C)(C)O2
hydroxycarbamide,Cc1cccc(-c2noc(CNC(=O)CCSc3ccc(Cl)cc3)n2)c1
amantadine,Cc1ccccc1OC[C@H](C)NC(=O)CSCc1ccc([N+](=O)[O-])cc1
fluoxetine,Cc1nc(N)ncc1C(=O)N1CC[C@@H]1c1ccc(F)cc1
oxazepam,Cc1ncsc1CCC(=O)N[C@@H](c1cnn(C)c1)C1CC(O)C1
metoprolol,Cn1c(C(=O)N2CCCC[C@H]2c2cccnc2)cc2ccccc21
praziquantel,NC(=O)C[C@@H](c1ccc(O)cc1)c1oc(CN2CCOCC2)cc(=O)c1O
tetrabenzine,NC[C@@H]1[C@@H](c2ccc3c(c2)OCO3)[C@@H]1S(=O)(=O)c1ccccc1
mefloquine,O=C(/C(=C/c1ccco1)c1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)CC1
thc,O=C(CCN1C(=O)CC2(CCCC2)C1=O)NC[C@@H]1C[C@H]2C=C[C@@H]1C2
mirtazapine,O=C(CCc1nc(-c2ccncc2)no1)NC[C@@H]1C[C@@H]2C=C[C@@H]1C2
pindolol,O=C(C[C@H]1C[C@H]2CC[C@@H]1C2)NC[C@@H](O)c1ccccc1
moclobemide,O=C(Cc1csc(-n2cccc2)n1)N1CCCC[C@H]1c1cccnc1
ketoprofen,O=C(NCCSCc1ccccc1)/C(=C/c1ccco1)c1ccccc1
ketamine,O=C(NCCSc1ccc(Cl)cc1)/C(=C/c1ccco1)c1ccccc1
doxepin,O=C(NCc1nc(-c2ccc(Cl)cc2)no1)c1ccc(CN2CCOCC2)cc1
bromazepam,O=C(N[C@@H](Cc1ccccn1)C1CC(O)C1)c1n[nH]c2ccccc12
sulphur hexafluoride,O=C(Nc1ccc(OC2CCCC2)cc1)c1cc2c(ccc3ccccc32)o1
nortriptyline,O=C(O)CC[C@]1(CCC(=O)NCc2cc3cc(F)ccc3[nH]2)CCC(=O)N1
amikacin,O=C(c1ccc(CSc2ccccn2)cc1)N1CCC[C@H]1c1ccccn1
flunitrazepam,O=C(c1cccc(OC(F)F)c1)N1CCn2nc([C@@H](O)C3CC3)cc2C1
meprobamate,O=C1CCC(C(=O)N[C@@H](c2ccc(F)cc2)C2CC(O)C2)=NN1
chlorzoxazone,O=C[C@@H]1[C@@H](S(=O)(=O)c2ccc(Cl)cc2)[C@H]1c1ccccc1
bcnu,O=S(=O)(c1ccc(Cl)cc1)[C@@H]1[C@H](CO)[C@H]1c1ccccc1
abacavir,OC1CCN(c2ccnc(N[C@H](c3ccccn3)C3CC(O)C3)n2)CC1
ethchlorvynol,C#CC(O)(C=CCl)CC
nivazol (nivacortol),C#CC1(O)CCC2C3CCC4=Cc5c(cnn5-c5ccc(F)cc5)CC4(C)C3CCC21C
selegiline,C#CCN(C)C(C)Cc1ccccc1
napamezole,C1=C(CC2=NCCN2)CCc2ccccc21
fenharmane,C1=CCC2=C3C(=NC2=C1)CCNC3Cc1ccccc1
xorphanol,C=C1CC(C)C2C3Cc4ccc(O)cc4C2(CCN3CC2CCC2)C1
isoprednidene,C=C1CC2C3C=CC4=CC(=O)CCC4(C)C3C(O)CC2(C)C1(O)C(=O)CO
ft-0697029,C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
acrocinonide,C=CC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
"n-[3-(dimethylamino)propyl]-n-(ethylcarbamoyl)-7-prop-2-enyl-6,6a,8,9,10,10a-hexahydro-4h-indolo[4,3-fg]quinoline-9-carboxamide",C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21
brl52656,C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13
"(4r,4as,7ar,12bs)-4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinoline-7-one",C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
nalorphine,C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
alletorphine,C=CCN1CCC23c4c5ccc(O)c4OC2C2(OC)C=CC3(CC2C(C)(O)CCC)C1C5
fursutiamine,CC(=C(CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N
dibenzoyl thiamine,CC(=C(CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N
bisbentiamine,CC(=C(CCOC(=O)c1ccccc1)SSC(CCOC(=O)c1ccccc1)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N
benfotiamine,CC(=C(CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N
cycotiamine,CC(=C1CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N
spirilene,CC(=CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
1879-77-2,CC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
ft-0661485,CC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
fluoromethalone,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
mls002608668,CC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
akos024333779,CC(=O)C1CCC2C3CC(O)C45CC4CCC5(C)C3CCC12C
ganaxolone,CC(=O)C1CCC2C3CCC4CC(C)(O)CCC4(C)C3CCC12C
alfaxalone (renanolone),CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C
allopregnanolone,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
dichlorisone-acetate,CC(=O)CC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(Cl)CC21C
cicortonide,CC(=O)CC(=O)C12OC(C)(C)OC1CC1C3CC(C#N)=C4C=C(OCCCl)CCC4(C)C3(F)C(O)CC12C
chembl62879,CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1
schembl2109666,CC(=O)NCCCC(NC(C)=O)C(=O)O
pidolacetamol,CC(=O)Nc1ccc(OC(=O)C2CCC(=O)N2)cc1
ft-0668754,CC(=O)OC(C)C(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
oxylone acetate,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
didrovaltrate,CC(=O)OC1CC2C(COC(=O)CC(C)C)=COC(OC(=O)CC(C)C)C2C12CO2
acebrochol,CC(=O)OC1CCC2(C)C3CCC4(C)C(C(C)CCCC(C)C)CCC4C3CC(Br)C2(Br)C1
cortivazol,CC(=O)OCC(=O)C1(O)C(C)CC2C3C=C(C)C4=Cc5c(cnn5-c5ccccc5)CC4(C)C3C(O)CC21C
paramethasone-acetate,CC(=O)OCC(=O)C1(O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C
dexamethasone-21-acetate,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
triamcinolone-diacetate,CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
methylprednisolone-acetate,CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C
chloroprednisone-acetate,CC(=O)OCC(=O)C1(O)CCC2C3CC(Cl)C4=CC(=O)C=CC4(C)C3C(=O)CC21C
isoflupredone-acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
prednisolone 21-acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
fludrocortisone acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C
cortisone-acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C
hydrocortisoni acetas,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
betamethasone-acibutate,CC(=O)OCC(=O)C1(OC(=O)C(C)C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
dexamethasone-acefurate,CC(=O)OCC(=O)C1(OC(=O)c2ccco2)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
psorcon,CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
halopredone (halopredone-acetate),CC(=O)OCC(=O)C1(OC(C)=O)CCC2C3CC(F)C4=CC(=O)C(Br)=CC4(C)C3(F)C(O)CC21C
fluazacort,CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
deflazacort,CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C
cutisterol,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(C=O)=C4C=C(OCCCl)CCC4(C)C3(F)C(O)CC12C
fluocinonide,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
flunisolide-acetate,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC12C
cyclocort,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
clocortolone-acetate,CC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C
acefurtiamine,CC(=O)OCC(=O)OCCC(SC(=O)c1ccco1)=C(C)N(C=O)Cc1cnc(C)nc1N
acetyloxyvalepotriate,CC(=O)OCC1=COC(OC(=O)CC(C)(C)OC(C)=O)C2C1=CC(OC(=O)CC(C)C)C21CO1
valtrate,CC(=O)OCC1=COC(OC(=O)CC(C)C)C2C1=CC(OC(=O)CC(C)C)C21CO1
acetiamine,CC(=O)OCCC(SC(C)=O)=C(C)N(C=O)Cc1cnc(C)nc1N
diamorphine,CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341
tixocortol-pivalate,CC(C)(C)C(=O)SCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
stiripentol [mi],CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2
butaclamol,CC(C)(C)C1(O)CCN2CC3c4ccccc4CCc4cccc(c43)C2C1
prednisolone_tebutate,CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
triamcinolone-hexacetonide,CC(C)(C)CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
hopantenic-acid,CC(C)(CO)C(O)C(=O)NCCCC(=O)O
126544-47-6,CC(C)C(=O)OCC(=O)C12OC(C3CCCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C
apomorphine_r,CC(C)C(CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1
34071-19-7,CC(C)C1(O)CCN2CC3c4ccccc4CCc4cccc(c43)C2C1
oxaflozane,CC(C)N1CCOC(c2cccc(C(F)(F)F)c2)C1
amesergide,CC(C)n1cc2c3c(cccc31)C1CC(C(=O)NC3CCCCC3)CN(C)C1C2
ctk7f4431,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
cathinone,CC(N)C(=O)c1ccccc1
schembl9192185,CC1(C)CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1
methastyridone,CC1(C)NC(=O)C(C=Cc2ccccc2)O1
triclonide,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CCl)O1
tralonide,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CF)O1
flucloronide (fluclorolone-acetonide),CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CO)O1
fluovitef,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
ciprocinonide,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)COC(=O)C2CC2)O1
nasalide,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
"12-fluoro-5-hydroxy-6b-(hydroxyacetyl)-4a,6a,8,8-tetramethyl-3,4,4a,4b,5,6,6a,6b,9a,10,10a,10b,11,12-tetradecahydro-2h-naphtho[2',1':4,5]indeno[1,2-d][1,3]dioxol-2-one",CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
triamcinolone-furetonide,CC1(C)OC2CC3C4CC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)COC(=O)c2cc3ccccc3o2)O1
triamcinolone-acetonide,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
