drug_name,max_phase,molecule_type,therapeutic_flag,target_chembl_id,target_name,target_gene,mechanism
MITOTANE,4,Small molecule,1,,"Cholesterol side-chain cleavage enzyme, mitochondrial",CYP11A1,INHIBITOR
MITOTANE,4,Small molecule,1,,"Cytochrome P450 11B1, mitochondrial",CYP11B1,INHIBITOR
MITOXANTRONE HYDROCHLORIDE,4,Small molecule,1,,DNA,,INHIBITOR
MITOXANTRONE HYDROCHLORIDE,4,Small molecule,1,,DNA topoisomerase 2-alpha,TOP2A,INHIBITOR
MIVACURIUM CHLORIDE,4,Small molecule,1,,Muscle-type nicotinic acetylcholine receptor,CHRNG,ANTAGONIST
MIZOLASTINE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
MOBOCERTINIB,4,Small molecule,1,,Epidermal growth factor receptor,EGFR,INHIBITOR
MOBOCERTINIB SUCCINATE,4,Small molecule,1,,Epidermal growth factor receptor,EGFR,INHIBITOR
MOCLOBEMIDE,4,Small molecule,1,,Amine oxidase [flavin-containing] A,MAOA,INHIBITOR
MODAFINIL,4,Small molecule,1,,Sodium-dependent dopamine transporter,SLC6A3,INHIBITOR
MOEXIPRIL HYDROCHLORIDE,4,Small molecule,1,,Angiotensin-converting enzyme,ACE,INHIBITOR
MOLINDONE HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
MOLINDONE HYDROCHLORIDE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
MOLNUPIRAVIR,3,Small molecule,1,,RNA,,DISRUPTING AGENT
MOMELOTINIB,4,Small molecule,1,,Tyrosine-protein kinase JAK1,JAK1,INHIBITOR
MOMELOTINIB,4,Small molecule,1,,Tyrosine-protein kinase JAK2,JAK2,INHIBITOR
MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,4,Small molecule,1,,Activin receptor type-1,ACVR1,INHIBITOR
MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,4,Small molecule,1,,Tyrosine-protein kinase JAK1,JAK1,INHIBITOR
MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,4,Small molecule,1,,Tyrosine-protein kinase JAK2,JAK2,INHIBITOR
MOMETASONE FUROATE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
MONOBENZONE,4,Small molecule,1,,Tyrosinase,TYR,INHIBITOR
MONOMETHYL FUMARATE,4,Small molecule,1,,Kelch-like ECH-associated protein 1,KEAP1,INHIBITOR
MONTELUKAST SODIUM,4,Small molecule,1,,Cysteinyl leukotriene receptor 1,CYSLTR1,ANTAGONIST
MORICIZINE HYDROCHLORIDE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
MORPHINE SULFATE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,AGONIST
MOXALACTAM DISODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
MOXIFLOXACIN HYDROCHLORIDE,4,Small molecule,1,,Bacterial DNA gyrase,gyrB,INHIBITOR
MOXIFLOXACIN HYDROCHLORIDE,4,Small molecule,1,,Topoisomerase IV,parE,INHIBITOR
MOXISYLYTE,4,Small molecule,1,,Adrenergic receptor alpha,ADRA2C,ANTAGONIST
MOXONIDINE,4,Small molecule,1,,Nischarin,NISCH,AGONIST
MUPIROCIN,4,Small molecule,1,,Isoleucine--tRNA ligase,ileS,INHIBITOR
MUPIROCIN CALCIUM,4,Small molecule,1,,Isoleucine--tRNA ligase,ileS,INHIBITOR
MYCOPHENOLATE MOFETIL,4,Small molecule,1,,Inosine-5'-monophosphate dehydrogenase (IMPDH),IMPDH2,INHIBITOR
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,4,Small molecule,1,,Inosine-5'-monophosphate dehydrogenase (IMPDH),IMPDH2,INHIBITOR
MYCOPHENOLATE SODIUM,4,Small molecule,1,,Inosine-5'-monophosphate dehydrogenase (IMPDH),IMPDH2,INHIBITOR
MYCOPHENOLIC ACID,4,Small molecule,1,,Inosine-5'-monophosphate dehydrogenase (IMPDH),IMPDH2,INHIBITOR
NABILONE,4,Small molecule,1,,Cannabinoid receptor 1,CNR1,AGONIST
NABUMETONE,4,Small molecule,1,,Prostaglandin G/H synthase 2,PTGS2,INHIBITOR
NADOLOL,4,Small molecule,1,,Beta-1 adrenergic receptor,ADRB1,ANTAGONIST
NADOLOL,4,Small molecule,1,,Beta-2 adrenergic receptor,ADRB2,ANTAGONIST
NAFCILLIN SODIUM,4,Small molecule,1,,Penicillin-binding protein,pbpF,INHIBITOR
NAFTIFINE HYDROCHLORIDE,4,Small molecule,1,,Squalene monooxygenase,,INHIBITOR
NALBUPHINE HYDROCHLORIDE,4,Small molecule,1,,Opioid receptors; mu/kappa/delta,OPRM1,AGONIST
NALDEMEDINE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,ANTAGONIST
NALDEMEDINE TOSYLATE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,ANTAGONIST
NALIDIXIC ACID,4,Small molecule,1,,Bacterial DNA gyrase,gyrB,INHIBITOR
NALMEFENE HYDROCHLORIDE DIHYDRATE,4,Small molecule,1,,Delta-type opioid receptor,OPRD1,ANTAGONIST
NALMEFENE HYDROCHLORIDE DIHYDRATE,4,Small molecule,1,,Kappa-type opioid receptor,OPRK1,PARTIAL AGONIST
NALMEFENE HYDROCHLORIDE DIHYDRATE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,ANTAGONIST
NALOXEGOL OXALATE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,ANTAGONIST
NALOXONE HYDROCHLORIDE,4,Small molecule,1,,Opioid receptors; mu/kappa/delta,OPRM1,ANTAGONIST
NALOXONE HYDROCHLORIDE DIHYDRATE,4,Small molecule,1,,Opioid receptors; mu/kappa/delta,OPRM1,ANTAGONIST
NALTREXONE,4,Small molecule,1,,Opioid receptors; mu/kappa/delta,OPRM1,ANTAGONIST
NALTREXONE HYDROCHLORIDE,4,Small molecule,1,,Opioid receptors; mu/kappa/delta,OPRM1,ANTAGONIST
NANDROLONE DECANOATE,4,Small molecule,1,,Androgen receptor,AR,AGONIST
NANDROLONE PHENPROPIONATE,4,Small molecule,1,,Androgen receptor,AR,AGONIST
NAPHAZOLINE HYDROCHLORIDE,4,Small molecule,1,,Adrenergic receptor alpha,ADRA2C,AGONIST
NAPROXEN,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
NAPROXEN SODIUM,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
NARATRIPTAN HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 1B,HTR1B,AGONIST
NARATRIPTAN HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 1D,HTR1D,AGONIST
NATAMYCIN,4,Small molecule,1,,Ergosterol,,SEQUESTERING AGENT
NATEGLINIDE,4,Small molecule,1,,"Sulfonylurea receptor 1, Kir6.2",KCNJ11,BLOCKER
NEBIVOLOL HYDROCHLORIDE,4,Small molecule,1,,Beta-1 adrenergic receptor,ADRB1,ANTAGONIST
NEBIVOLOL HYDROCHLORIDE,4,Small molecule,1,,Beta-2 adrenergic receptor,ADRB2,ANTAGONIST
NEFAZODONE HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
NEFAZODONE HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 2C,HTR2C,ANTAGONIST
NEFAZODONE HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent noradrenaline transporter,SLC6A2,INHIBITOR
NEFAZODONE HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent serotonin transporter,SLC6A4,INHIBITOR
NELARABINE,4,Small molecule,1,,DNA,,INHIBITOR
NELFINAVIR MESYLATE,4,Small molecule,1,,Human immunodeficiency virus type 1 protease,pol,INHIBITOR
NEOSTIGMINE METHYLSULFATE,4,Small molecule,1,,Acetylcholinesterase,ACHE,INHIBITOR
NEPAFENAC,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
NERATINIB,4,Small molecule,1,,Epidermal growth factor receptor,EGFR,INHIBITOR
NERATINIB,4,Small molecule,1,,Receptor tyrosine-protein kinase erbB-2,ERBB2,INHIBITOR
NERATINIB,4,Small molecule,1,,Receptor tyrosine-protein kinase erbB-4,ERBB4,INHIBITOR
NERATINIB MALEATE,4,Small molecule,1,,Epidermal growth factor receptor,EGFR,INHIBITOR
NERATINIB MALEATE,4,Small molecule,1,,Receptor tyrosine-protein kinase erbB-2,ERBB2,INHIBITOR
NERATINIB MALEATE,4,Small molecule,1,,Receptor tyrosine-protein kinase erbB-4,ERBB4,INHIBITOR
NETARSUDIL DIMESYLATE,4,Small molecule,1,,Rho-associated protein kinase,ROCK2,INHIBITOR
NETILMICIN SULFATE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
NETUPITANT,4,Small molecule,1,,Substance-P receptor,TACR1,ANTAGONIST
NEVIRAPINE,4,Small molecule,1,,Human immunodeficiency virus type 1 reverse transcriptase,pol,INHIBITOR
NICARDIPINE HYDROCHLORIDE,4,Small molecule,1,,Voltage-gated L-type calcium channel,CACNA1S,BLOCKER
NICLOSAMIDE,4,Small molecule,1,,DNA,,INHIBITOR
NICOTINE,4,Small molecule,1,,Neuronal acetylcholine receptor; alpha4/beta2,CHRNB2,AGONIST
NIFEDIPINE,4,Small molecule,1,,Voltage-gated L-type calcium channel,CACNA1S,BLOCKER
NIFURTIMOX,4,Small molecule,1,,DNA,,INHIBITOR
NILOTINIB HYDROCHLORIDE MONOHYDRATE,4,Small molecule,1,,Bcr/Abl fusion protein,BCR,INHIBITOR
NILOTINIB HYDROCHLORIDE MONOHYDRATE,4,Small molecule,1,,Tyrosine-protein kinase ABL1,ABL1,INHIBITOR
NILUTAMIDE,4,Small molecule,1,,Androgen receptor,AR,ANTAGONIST
NIMODIPINE,4,Small molecule,1,,Mineralocorticoid receptor,NR3C2,ANTAGONIST
NIMODIPINE,4,Small molecule,1,,Voltage-gated L-type calcium channel,CACNA1S,BLOCKER
NINTEDANIB ESYLATE,4,Small molecule,1,,Fibroblast growth factor receptor,FGFR4,INHIBITOR
NINTEDANIB ESYLATE,4,Small molecule,1,,Platelet-derived growth factor receptor,PDGFRB,INHIBITOR
NINTEDANIB ESYLATE,4,Small molecule,1,,Vascular endothelial growth factor receptor,KDR,INHIBITOR
NIRAPARIB,4,Small molecule,1,,Poly [ADP-ribose] polymerase 1,PARP1,INHIBITOR
NIRAPARIB,4,Small molecule,1,,Poly [ADP-ribose] polymerase 2,PARP2,INHIBITOR
NIRAPARIB TOSYLATE MONOHYDRATE,4,Small molecule,1,,Poly [ADP-ribose] polymerase 1,PARP1,INHIBITOR
NIRAPARIB TOSYLATE MONOHYDRATE,4,Small molecule,1,,Poly [ADP-ribose] polymerase 2,PARP2,INHIBITOR
NIROGACESTAT,4,Small molecule,1,,Gamma-secretase,PSENEN,INHIBITOR
NIROGACESTAT HYDROBROMIDE,4,Small molecule,1,,Gamma-secretase,PSENEN,INHIBITOR
NISOLDIPINE,4,Small molecule,1,,Voltage-gated L-type calcium channel,CACNA1S,BLOCKER
NITAZOXANIDE,4,Small molecule,1,,Pyruvate dehydrogenase [NADP(+)],PFOR,INHIBITOR
NITAZOXANIDE,4,Small molecule,1,,Pyruvate:ferredoxin oxidoreductase,,INHIBITOR
NITISINONE,4,Small molecule,1,,4-hydroxyphenylpyruvate dioxygenase,HPD,INHIBITOR
NITRENDIPINE,3,Small molecule,1,,Voltage-gated L-type calcium channel,CACNA1S,BLOCKER
NITRIC OXIDE,4,Small molecule,1,,Soluble guanylate cyclase,GUCY1B2,ACTIVATOR
NITROFURANTOIN,4,Small molecule,1,,DNA,,INHIBITOR
NITROFURANTOIN SODIUM,4,Small molecule,1,,DNA,,INHIBITOR
NITROFURAZONE,4,Small molecule,1,,DNA,,INHIBITOR
NITROGLYCERIN,4,Small molecule,1,,Soluble guanylate cyclase,GUCY1B2,ACTIVATOR
NIZATIDINE,4,Small molecule,1,,Histamine H2 receptor,HRH2,ANTAGONIST
NOMEGESTROL,2,Small molecule,1,,Progesterone receptor,PGR,AGONIST
NORELGESTROMIN,4,Small molecule,1,,Progesterone receptor,PGR,AGONIST
NOREPINEPHRINE BITARTRATE,4,Small molecule,1,,Adrenergic receptor,ADRB3,AGONIST
NORETHINDRONE,4,Small molecule,1,,Progesterone receptor,PGR,AGONIST
NORETHINDRONE ACETATE,4,Small molecule,1,,Progesterone receptor,PGR,AGONIST
NORETHYNODREL,4,Small molecule,1,,Progesterone receptor,PGR,AGONIST
NORFLOXACIN,4,Small molecule,1,,Bacterial DNA gyrase,gyrB,INHIBITOR
NORFLOXACIN,4,Small molecule,1,,Topoisomerase IV,parE,INHIBITOR
NORGESTIMATE,4,Small molecule,1,,Progesterone receptor,PGR,AGONIST
NORGESTREL,4,Small molecule,1,,Progesterone receptor,PGR,AGONIST
NORTRIPTYLINE HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent noradrenaline transporter,SLC6A2,INHIBITOR
NORTRIPTYLINE HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent serotonin transporter,SLC6A4,INHIBITOR
NOVOBIOCIN SODIUM,4,Small molecule,1,,DNA gyrase,gyrB,INHIBITOR
OBETICHOLIC ACID,4,Small molecule,1,,Bile acid receptor,NR1H4,AGONIST
ODEVIXIBAT,4,Small molecule,1,,Ileal sodium/bile acid cotransporter,SLC10A2,INHIBITOR
ODEVIXIBAT SESQUIHYDRATE,4,Small molecule,1,,Ileal sodium/bile acid cotransporter,SLC10A2,INHIBITOR
OFLOXACIN,4,Small molecule,1,,Bacterial DNA gyrase,gyrB,INHIBITOR
OLANZAPINE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
OLANZAPINE,4,Small molecule,1,,5-hydroxytryptamine receptor 2C,HTR2C,ANTAGONIST
OLANZAPINE,4,Small molecule,1,,D2-like dopamine receptor,DRD4,ANTAGONIST
OLANZAPINE PAMOATE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
OLANZAPINE PAMOATE,4,Small molecule,1,,5-hydroxytryptamine receptor 2C,HTR2C,ANTAGONIST
OLANZAPINE PAMOATE,4,Small molecule,1,,D2-like dopamine receptor,DRD4,ANTAGONIST
OLAPARIB,4,Small molecule,1,,"PARP 1, 2 and 3",PARP3,INHIBITOR
OLICERIDINE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,AGONIST
OLMESARTAN MEDOXOMIL,4,Small molecule,1,,Type-1 angiotensin II receptor,AGTR1,ANTAGONIST
OLMUTINIB,4,Small molecule,1,,Epidermal growth factor receptor,EGFR,INHIBITOR
OLODATEROL HYDROCHLORIDE,4,Small molecule,1,,Beta-2 adrenergic receptor,ADRB2,AGONIST
OLOPATADINE HYDROCHLORIDE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
OLSALAZINE SODIUM,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
OLSALAZINE SODIUM,4,Small molecule,1,,Peroxisome proliferator-activated receptor gamma,PPARG,AGONIST
OLSALAZINE SODIUM,4,Small molecule,1,,Polyunsaturated fatty acid 5-lipoxygenase,ALOX5,INHIBITOR
OLUTASIDENIB,4,Small molecule,1,,Isocitrate dehydrogenase [NADP] cytoplasmic,IDH1,INHIBITOR
OMADACYCLINE TOSYLATE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
OMAVELOXOLONE,4,Small molecule,1,,Nuclear factor erythroid 2-related factor 2,NFE2L2,ACTIVATOR
OMBITASVIR,4,Small molecule,1,,Nonstructural protein 5A,NS5A,INHIBITOR
OMEPRAZOLE,4,Small molecule,1,,Potassium-transporting ATPase,ATP4B,INHIBITOR
OMEPRAZOLE MAGNESIUM,4,Small molecule,1,,Potassium-transporting ATPase,ATP4B,INHIBITOR
OMIDENEPAG ISOPROPYL,4,Small molecule,1,,Prostaglandin E2 receptor EP2 subtype,PTGER2,AGONIST
ONAPRISTONE,2,Small molecule,1,,Progesterone receptor,PGR,ANTAGONIST
ONDANSETRON,4,Small molecule,1,,5-hydroxytryptamine receptor 3A,HTR3A,ANTAGONIST
ONDANSETRON HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 3A,HTR3A,ANTAGONIST
OPICAPONE,4,Small molecule,1,,Catechol O-methyltransferase,COMT,INHIBITOR
ORITAVANCIN DIPHOSPHATE,4,Small molecule,1,,Peptidoglycan,,INHIBITOR
ORLISTAT,4,Small molecule,1,,Gastric triacylglycerol lipase,LIPF,INHIBITOR
ORLISTAT,4,Small molecule,1,,Pancreatic triacylglycerol lipase,PNLIP,INHIBITOR
ORPHENADRINE CITRATE,4,Small molecule,1,,Glutamate [NMDA] receptor,GRIN3B,ANTAGONIST
ORPHENADRINE CITRATE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
ORPHENADRINE CITRATE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
ORPHENADRINE CITRATE,4,Small molecule,1,,Sodium-dependent noradrenaline transporter,SLC6A2,INHIBITOR
ORPHENADRINE HYDROCHLORIDE,4,Small molecule,1,,Glutamate [NMDA] receptor,GRIN3B,ANTAGONIST
ORPHENADRINE HYDROCHLORIDE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
ORPHENADRINE HYDROCHLORIDE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
ORPHENADRINE HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent noradrenaline transporter,SLC6A2,INHIBITOR
OSELTAMIVIR PHOSPHATE,4,Small molecule,1,,Neuraminidase,NA,INHIBITOR
OSILODROSTAT PHOSPHATE,4,Small molecule,1,,"Cytochrome P450 11B1, mitochondrial",CYP11B1,INHIBITOR
OSIMERTINIB,4,Small molecule,1,,Epidermal growth factor receptor,EGFR,INHIBITOR
OSIMERTINIB MESYLATE,4,Small molecule,1,,Epidermal growth factor receptor,EGFR,INHIBITOR
OSPEMIFENE,4,Small molecule,1,,Estrogen receptor,ESR2,MODULATOR
OTESECONAZOLE,4,Small molecule,1,,Lanosterol 14-alpha demethylase,ERG11,INHIBITOR
OXACILLIN SODIUM,4,Small molecule,1,,Penicillin-binding protein,pbpF,INHIBITOR
OXALIPLATIN,4,Small molecule,1,,DNA,,INHIBITOR
OXAMNIQUINE,4,Small molecule,1,,DNA,,INHIBITOR
OXANDROLONE,4,Small molecule,1,,Androgen receptor,AR,AGONIST
OXAPROZIN,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
OXAPROZIN POTASSIUM,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
OXATOMIDE,2,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
OXAZEPAM,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
OXCARBAZEPINE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
OXICONAZOLE NITRATE,4,Small molecule,1,,Lanosterol 14-alpha demethylase,ERG11,INHIBITOR
OXIGLUTATIONE,4,Small molecule,1,,"Glutathione reductase, mitochondrial",GSR,OTHER
OXPRENOLOL HYDROCHLORIDE,4,Small molecule,1,,Beta-1 adrenergic receptor,ADRB1,ANTAGONIST
OXPRENOLOL HYDROCHLORIDE,4,Small molecule,1,,Beta-2 adrenergic receptor,ADRB2,ANTAGONIST
OXTRIPHYLLINE,4,Small molecule,1,,Adenosine receptor,ADORA3,ANTAGONIST
OXTRIPHYLLINE,4,Small molecule,1,,Phosphodiesterase 3,PDE3B,INHIBITOR
OXTRIPHYLLINE,4,Small molecule,1,,Phosphodiesterase 4,PDE4D,INHIBITOR
OXYBUTYNIN,4,Small molecule,1,,Muscarinic acetylcholine receptor M2,CHRM2,ANTAGONIST
OXYBUTYNIN,4,Small molecule,1,,Muscarinic acetylcholine receptor M3,CHRM3,ANTAGONIST
OXYBUTYNIN CHLORIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M2,CHRM2,ANTAGONIST
OXYBUTYNIN CHLORIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M3,CHRM3,ANTAGONIST
OXYCODONE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,AGONIST
OXYCODONE HYDROCHLORIDE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,AGONIST
OXYCODONE TEREPHTHALATE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,AGONIST
OXYMETAZOLINE HYDROCHLORIDE,4,Small molecule,1,,Adrenergic receptor alpha,ADRA2C,AGONIST
OXYMETHOLONE,4,Small molecule,1,,Androgen receptor,AR,AGONIST
OXYMORPHONE HYDROCHLORIDE,4,Small molecule,1,,Opioid receptors; mu/kappa/delta,OPRM1,AGONIST
OXYPHENBUTAZONE,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
OXYPHENCYCLIMINE HYDROCHLORIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M1,CHRM1,ANTAGONIST
OXYPHENCYCLIMINE HYDROCHLORIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M3,CHRM3,ANTAGONIST
OXYPHENONIUM BROMIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M1,CHRM1,ANTAGONIST
OXYPHENONIUM BROMIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M3,CHRM3,ANTAGONIST
OXYPURINOL,2,Small molecule,1,,Xanthine dehydrogenase/oxidase,XDH,INHIBITOR
OXYTETRACYCLINE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
OXYTETRACYCLINE CALCIUM,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
OXYTETRACYCLINE HYDROCHLORIDE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
OZANIMOD,4,Small molecule,1,,Sphingosine 1-phosphate receptor 5,S1PR5,MODULATOR
OZANIMOD HYDROCHLORIDE,4,Small molecule,1,,Sphingosine 1-phosphate receptor 1,S1PR1,MODULATOR
OZENOXACIN,4,Small molecule,1,,DNA gyrase,gyrB,INHIBITOR
OZENOXACIN,4,Small molecule,1,,DNA topoisomerase IV,parE,INHIBITOR
OZENOXACIN,4,Small molecule,1,,Topoisomerase IV,parE,INHIBITOR
PACLITAXEL,4,Small molecule,1,,Tubulin,TUBB8,INHIBITOR
PACRITINIB,4,Small molecule,1,,Receptor-type tyrosine-protein kinase FLT3,FLT3,INHIBITOR
PACRITINIB,4,Small molecule,1,,Tyrosine-protein kinase JAK2,JAK2,INHIBITOR
PACRITINIB CITRATE,4,Small molecule,1,,Activin receptor type-1,ACVR1,INHIBITOR
PACRITINIB CITRATE,4,Small molecule,1,,Interleukin-1 receptor-associated kinase 1,IRAK1,INHIBITOR
PACRITINIB CITRATE,4,Small molecule,1,,Receptor-type tyrosine-protein kinase FLT3,FLT3,INHIBITOR
PACRITINIB CITRATE,4,Small molecule,1,,Tyrosine-protein kinase JAK2,JAK2,INHIBITOR
PALBOCICLIB,4,Small molecule,1,,CDK6/cyclin D1,CDK6,INHIBITOR
PALBOCICLIB,4,Small molecule,1,,Cyclin-dependent kinase 4/cyclin D1,CDK4,INHIBITOR
PALIPERIDONE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
PALIPERIDONE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
PALIPERIDONE PALMITATE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
PALIPERIDONE PALMITATE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
PALONOSETRON HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 3A,HTR3A,ANTAGONIST
PALOVAROTENE,4,Small molecule,1,,Retinoic acid receptor gamma,RARG,AGONIST
PAMIDRONATE DISODIUM,4,Small molecule,1,,Farnesyl pyrophosphate synthase,FDPS,INHIBITOR
PANCURONIUM BROMIDE,4,Small molecule,1,,Muscle-type nicotinic acetylcholine receptor,CHRNG,ANTAGONIST
PANOBINOSTAT LACTATE,4,Small molecule,1,,Histone deacetylase,HDAC9,INHIBITOR
PANTOPRAZOLE SODIUM,4,Small molecule,1,,Potassium-transporting ATPase,ATP4B,INHIBITOR
PARAMETHADIONE,4,Small molecule,1,,Voltage-gated T-type calcium channel,CACNA1I,BLOCKER
PARAMETHASONE ACETATE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
PARECOXIB,4,Small molecule,1,,Prostaglandin G/H synthase 2,PTGS2,INHIBITOR
PARECOXIB SODIUM,4,Small molecule,1,,Prostaglandin G/H synthase 2,PTGS2,INHIBITOR
PARGYLINE HYDROCHLORIDE,4,Small molecule,1,,Monoamine oxidase,MAOB,INHIBITOR
PARICALCITOL,4,Small molecule,1,,Vitamin D3 receptor,VDR,AGONIST
PARITAPREVIR,4,Small molecule,1,,"Hepatitis C virus serine protease, NS3/NS4A",NS4A,INHIBITOR
PAROMOMYCIN SULFATE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
PAROXETINE HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent serotonin transporter,SLC6A4,INHIBITOR
PAROXETINE MESYLATE,4,Small molecule,1,,Sodium-dependent serotonin transporter,SLC6A4,INHIBITOR
PARSACLISIB,3,Small molecule,1,,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",PIK3CD,INHIBITOR
PATIROMER CALCIUM,4,Small molecule,1,,Potassium,,CHELATING AGENT
PATIROMER SORBITEX CALCIUM,4,Small molecule,1,,Potassium,,CHELATING AGENT
PAZOPANIB HYDROCHLORIDE,4,Small molecule,1,,Fibroblast growth factor receptor 1,FGFR1,INHIBITOR
PAZOPANIB HYDROCHLORIDE,4,Small molecule,1,,Fibroblast growth factor receptor 3,FGFR3,INHIBITOR
PAZOPANIB HYDROCHLORIDE,4,Small molecule,1,,Macrophage colony-stimulating factor 1 receptor,CSF1R,INHIBITOR
PAZOPANIB HYDROCHLORIDE,4,Small molecule,1,,Mast/stem cell growth factor receptor Kit,KIT,INHIBITOR
PAZOPANIB HYDROCHLORIDE,4,Small molecule,1,,Platelet-derived growth factor receptor,PDGFRB,INHIBITOR
PAZOPANIB HYDROCHLORIDE,4,Small molecule,1,,Tyrosine-protein kinase ITK/TSK,ITK,INHIBITOR
PAZOPANIB HYDROCHLORIDE,4,Small molecule,1,,Tyrosine-protein kinase Lck,LCK,INHIBITOR
PAZOPANIB HYDROCHLORIDE,4,Small molecule,1,,Vascular endothelial growth factor receptor,KDR,INHIBITOR
PEFICITINIB,4,Small molecule,1,,Janus Kinase (JAK),TYK2,INHIBITOR
PEFLOXACIN,2,Small molecule,1,,Bacterial DNA gyrase,gyrB,INHIBITOR
PEFLOXACIN,2,Small molecule,1,,Topoisomerase IV,parE,INHIBITOR
PEGAPTANIB SODIUM,4,Small molecule,1,,"Vascular endothelial growth factor A, long form",VEGFA,ANTAGONIST
PEMETREXED,4,Small molecule,1,,Dihydrofolate reductase,DHFR,INHIBITOR
PEMETREXED,4,Small molecule,1,,Thymidylate synthase,TYMS,INHIBITOR
PEMETREXED,4,Small molecule,1,,Trifunctional purine biosynthetic protein adenosine-3,GART,INHIBITOR
PEMETREXED DIPOTASSIUM,4,Small molecule,1,,Dihydrofolate reductase,DHFR,INHIBITOR
PEMETREXED DIPOTASSIUM,4,Small molecule,1,,Thymidylate synthase,thyA,INHIBITOR
